tag	score	line	reasons
S	6	Get clarified, organized, energized.	len4+3/end.+2/capStart+1
S	6	if you havent built, you feel guilt.	len7+5/end.+2/lowerStart-1
S	6	you can't get tired of the timeless.	len7+5/end.+2/lowerStart-1
S	6	get all the balls out of your court.	len8+5/end.+2/lowerStart-1
S	6	It applies everywhere truth matters.	len5+3/end.+2/capStart+1
S	6	it all boils down to problem solving.	len7+5/end.+2/lowerStart-1
S	6	"what you are seeking is seeking you"	len7+5/isAre+1
S	6	don't underestimate social motivation	len4+3/lowerStart-1/imp+4
S	6	Irl experience informs url decisions.	len5+3/end.+2/capStart+1
S	6	"Beauty is simplicity," and symmetry.	len5+3/end.+2/isAre+1
S	6	Transactional does not mean soulless.	len5+3/end.+2/capStart+1
S	6	point the arrow of attention outward.	len6+5/end.+2/lowerStart-1
S	6	go hangout, don't drink, still enjoy.	len6+5/end.+2/lowerStart-1
S	6	it's impossible to not make mistakes.	len6+5/end.+2/lowerStart-1
S	6	we can be so much better than we are.	len9+5/end.+2/lowerStart-1
S	6	Allocate in proportion to conviction.	len5+3/end.+2/capStart+1
S	6	Head in the clouds, feet on the ground	len8+5/capStart+1
S	6	Self-belief comes BEFORE any evidence.	len5+3/end.+2/capStart+1
S	6	Being gay with the homies &gt;&gt;&gt;	len6+5/capStart+1
S	6	each of us holds fragments of the map.	len8+5/end.+2/lowerStart-1
S	6	Infinite problems, infinite solutions.	len4+3/end.+2/capStart+1
S	6	There’s infinite pie we just gotta cook	len7+5/capStart+1
S	6	you need the lightning, and the bottle.	len7+5/end.+2/lowerStart-1
S	6	Beauty will save the world - Dostoevsky	len7+5/capStart+1
S	6	"The long term view is the right view."	len8+5/isAre+1
S	6	Beauty will save the world. -Dostoevsky	len6+5/capStart+1
S	6	Met a paypal mafia member. Pretty cool…	len7+5/capStart+1
S	6	Humans love comparison and hierarchies.	len5+3/end.+2/capStart+1
S	6	it never ends, but that's a good thing.	len8+5/end.+2/lowerStart-1
S	6	the infinite game has a recurring cast.	len7+5/end.+2/lowerStart-1
S	6	people can be so complicated holy shit.	len7+5/end.+2/lowerStart-1
S	6	we live in a hard magic system: physics.	len8+5/end.+2/lowerStart-1
S	6	Gatekeepers should know your priorities.	len5+3/end.+2/capStart+1
S	6	"Order is the first law of the heavens."	len8+5/isAre+1
S	6	Compound quality, quantity matters less.	len5+3/end.+2/capStart+1
S	6	the less authentic, the more vulnerable.	len6+5/end.+2/lowerStart-1
S	6	we don't transact with family or friends.	len7+5/end.+2/lowerStart-1
S	6	If we designed better pve, we wouldnt pvp	len8+5/capStart+1
S	6	Words of encouragement ABSOLUTELY matter.	len5+3/end.+2/capStart+1
S	6	all your ancestors got you to this point.	len8+5/end.+2/lowerStart-1
S	6	"All evils are due to lack of knowledge."	len8+5/isAre+1
S	6	get the bad creations out of your system.	len8+5/end.+2/lowerStart-1
S	6	if you can ignore it, it’s not a problem.	len9+5/end.+2/lowerStart-1
S	6	don't underestimate your mind's creativity	len5+3/lowerStart-1/imp+4
S	6	"The subconscious is older than language."	len6+5/isAre+1
S	6	we don’t pay enough attention to religion.	len7+5/end.+2/lowerStart-1
S	6	we don’t pay attention to religion enough.	len7+5/end.+2/lowerStart-1
S	6	some truths can only be felt, not thought.	len8+5/end.+2/lowerStart-1
S	6	“to whom much is given, much is expected.”	len8+5/isAre+1
S	6	if the idea comes back to you, work on it.	len10+5/end.+2/lowerStart-1
S	6	we know some things, but close to nothing.	len8+5/end.+2/lowerStart-1
S	6	you dont need a big dick. just the energy.	len9+5/end.+2/lowerStart-1
S	6	It explains everything, therefore nothing.	len5+3/end.+2/capStart+1
S	6	Life advice: digest david deutsch’s 2 books	len7+5/capStart+1
S	6	If you know a and z, put dominos in between	len10+5/capStart+1
S	6	Sometimes life saves you from what you want	len8+5/capStart+1
S	6	"All effort is unnecessary." - Lulie Tanett	len7+5/isAre+1
S	6	if you want to meet your heroes, be heroic.	len9+5/end.+2/lowerStart-1
S	6	Optimism x Flow x Solutions = Excellent Life	len8+5/capStart+1
S	6	Input does not necessarily equate to output:	len7+5/capStart+1
S	6	The wood bleeds. “The old gods and the new.”	len9+5/capStart+1
S	6	"Courage is the only virtue you can't fake."	len8+5/isAre+1
S	6	never let politics get in the way of family.	len9+5/end.+2/lowerStart-1
S	6	walking in nature really recharges. wowzers.	len6+5/end.+2/lowerStart-1
S	6	don't you want people to be free and honest?	len9+5/end?-2/lowerStart-1/imp+4
S	6	every 2x2 matrix has a hidden diagonal path.	len8+5/end.+2/lowerStart-1
S	6	The designing should be as fun as the playing	len9+5/capStart+1
S	6	"in our infinite ignorance, we are all alike"	len8+5/isAre+1
S	6	Imagine a treadmill company called “hedonic.”	len6+5/capStart+1
S	6	What wipes out men: “ladies liquor leverage.”	len7+5/capStart+1
S	6	You don't know what you'll think up tomorrow.	len8+5/end.+2/capStart+1/temporal-2
S	6	dont TRY to make mistakes, but be WILLING to.	len9+5/end.+2/lowerStart-1
S	6	to get better at anything, just do 100 of it.	len10+5/end.+2/lowerStart-1
S	6	don't waste time! dost thou not have one life?	len9+5/end?-2/lowerStart-1/imp+4
S	6	don't disrespect the ancients! your ancestors!	len6+5/end!-2/lowerStart-1/imp+4
S	6	when you teach, you're also teaching yourself.	len7+5/end.+2/lowerStart-1
S	6	Gottman institute and conjecture institute >>>	len6+5/capStart+1
S	6	Penguins are really cool chill real Pokemon :)	len8+5/endparen-1/capStart+1/isAre+1
S	6	"Every obstacle is an opportunity for virtue."	len7+5/isAre+1
S	6	if it's quality, they won't mind the quantity.	len8+5/end.+2/lowerStart-1
S	6	“life is a magical odyssey to be experienced.”	len8+5/isAre+1
S	6	"what love is is that you are called to beauty"	len10+5/isAre+1
S	6	"when the student is ready, the master appears"	len8+5/isAre+1
S	6	"All a good life is, is a string of good days."	len11+5/isAre+1
S	6	"The world is becoming smaller." - Lee Kuan Yew	len9+5/isAre+1
S	6	"What is the stupidest thing that we're doing?"	len8+5/isAre+1
S	6	I would sooo date beabadoobee she plays bass...	len8+5/end.+2/capStart+1/ellipsis-1/firstPers-1
S	6	you could be a future fossil. live accordingly.	len8+5/end.+2/lowerStart-1
S	6	whoever made FIFA soundtracks deserves a raise.	len7+5/end.+2/lowerStart-1
S	6	a romance with Billie, a bromance with Finneas.	len8+5/end.+2/lowerStart-1
S	6	"Self-obsession is the root of all unhappiness."	len7+5/isAre+1
S	6	“your work ethic is limited by your rest ethic.”	len9+5/isAre+1
S	6	genetic codebases “merge to main” all the time..	len8+5/end.+2/lowerStart-1
S	6	so im aiming for volume now: speed and quantity.	len9+5/end.+2/lowerStart-1
S	6	your tools only perform to the level that you do.	len10+5/end.+2/lowerStart-1
S	6	practicing backstage helps you on the frontstage.	len7+5/end.+2/lowerStart-1
S	6	"The story of the father is embedded in the son."	len10+5/isAre+1
S	6	Spotify and pinterest >>> They cover audio-visual	len7+5/capStart+1
S	6	cold bath after waking. hot bath before sleeping.	len8+5/end.+2/lowerStart-1
S	6	Download google earth just for the overview effect	len8+5/capStart+1
S	6	I like songs that are both hard AND colorful. like	len10+5/capStart+1/isAre+1/firstPers-1
S	6	meditation and psychedelics can untangle the mind.	len7+5/end.+2/lowerStart-1
S	6	you literally can't have quality without quantity.	len7+5/end.+2/lowerStart-1
S	6	a man needs just enough fish to learn how to fish.	len11+5/end.+2/lowerStart-1
S	6	forge order out of chaos. conjecture and criticize.	len8+5/end.+2/lowerStart-1
S	6	"GitHub is your resume, Twitter is your character."	len8+5/isAre+1
S	6	"Every industry is a tech industry." - Michael Dell	len9+5/isAre+1
S	6	only 1-2 things actually matter, at any given time.	len9+5/end.+2/lowerStart-1
S	6	with people, leave the door open, keep the bar high.	len10+5/end.+2/lowerStart-1
S	6	looking back, pedestalizing people can be a mistake.	len8+5/end.+2/lowerStart-1
S	6	you can overthink, but you need to overact to match.	len10+5/end.+2/lowerStart-1
S	6	If youre not enjoying yourself, youre doing it wrong	len9+5/capStart+1
S	6	we can wield the internet so much better than we do.	len11+5/end.+2/lowerStart-1
S	6	criticize if you want, but look in the mirror first.	len10+5/end.+2/lowerStart-1
S	6	the more problems I solve, the better human I become.	len10+5/end.+2/lowerStart-1
S	6	never let incompetence be twisted into a fake virtue.	len9+5/end.+2/lowerStart-1
S	6	notifications can turn you into a pavlovian creature.	len8+5/end.+2/lowerStart-1
S	6	difficulty of creation has no bearing on its quality.	len9+5/end.+2/lowerStart-1
S	6	true good beautiful = epistemology ethics aesthetics.	len7+5/end.+2/lowerStart-1
S	6	"the quality of people around you is your entire life"	len10+5/isAre+1
S	6	you never want to be chased by a Jamaican or a Kenyan.	len12+5/end.+2/lowerStart-1
S	6	women want brandy melville. men want brandywine bridge.	len8+5/end.+2/lowerStart-1
S	6	We are just at the beginning, this is just the start :)	len12+5/endparen-1/capStart+1/isAre+1
S	6	curate your feeds. shape the algorithms that shape you.	len9+5/end.+2/lowerStart-1
S	6	it's helpful to frame humanity as a giant ancient tribe.	len10+5/end.+2/lowerStart-1
S	6	Its okay to sketch in public. You can always erase later	len11+5/capStart+1
S	6	Consciousness -> knowledge -> wealth -> consciousness ->	len8+5/capStart+1
S	6	you watch your physical diet, but not your digital diet.	len10+5/end.+2/lowerStart-1
S	6	"Life is too short to work with people you don't admire."	len11+5/isAre+1
S	6	You love the things in life that you want to see more of.	len13+3/end.+2/capStart+1
S	6	think of milestones in magnitudes: 1 10 100 1000 10000 etc	len11+5/lowerStart-1/imp+4/year-2
S	6	Money is proof youre solving problems (at least should be)	len10+5/endparen-1/capStart+1/isAre+1
S	6	The proper response to beauty is: "I must change my life."	len11+5/capStart+1
S	6	basically, you've only met 1/10,000,000 of the population.	len8+5/end.+2/lowerStart-1
S	6	every notification notifies you to turn off notifications.	len8+5/end.+2/lowerStart-1
S	6	"The value of a company is the sum of all problems solved."	len12+5/isAre+1
S	6	This playlist saved my teenage life from existential dread:	len9+5/capStart+1
S	6	Opportunity comes from opportunity. Have a bias for action""	len9+5/capStart+1
S	6	So grateful for health :) "A sick man only wants one thing."	len12+5/capStart+1
S	6	truth-seekers converge on truth (see independent emergence).	len7+5/end.+2/lowerStart-1
S	6	humans that don't yet know how to create play zero-sum games.	len11+5/end.+2/lowerStart-1
S	6	Using google earth helps get you that “stoic view from above”	len11+5/capStart+1
S	6	You only have one life you should focus on things that matter	len12+5/capStart+1
S	6	Happy to see all the busy bees at ns. Swarm intelligence shii	len12+5/capStart+1
S	6	Gottman institute, conjecture institute, and johns hopkins >>>	len8+5/capStart+1
S	6	if someone gave you the past, they deserve some of your future.	len12+5/end.+2/lowerStart-1
S	6	if you're not watching the video on 1x, you shouldn't watch it.	len12+5/end.+2/lowerStart-1
S	6	The process SHOULD be the best part. Means and ends both matter	len12+5/capStart+1
S	6	Its about time philosopers became kings, and kings philosophers	len9+5/capStart+1
S	6	Comet making it a game so discord picks it up was a great move.	len14+3/end.+2/capStart+1
S	6	"if you actually do your best, where is there room for regret?"	len12+5/isAre+1
S	6	Btc and dontdie have religious undertones. Hmm… makes you think…	len10+5/capStart+1
S	6	The 3 primitives: the written word the spoken word the sung word	len12+5/capStart+1
S	6	Maybe everyone will have a personal brand and merch store?: like	len11+5/capStart+1
S	6	"your fear of losing is currently stronger than your will to win"	len12+5/isAre+1
S	6	Does the meme replicate tho? Does the product sell tho? Same same	len12+5/capStart+1
S	6	we have different inputs, so OF COURSE we have different outputs.	len11+5/end.+2/lowerStart-1
S	6	dont take someone's attention in an unworthy way. earn their time.	len11+5/end.+2/lowerStart-1
S	6	Who knew solitude was good and healthy? Superman was onto somethin	len11+5/capStart+1
S	6	Better to go deep with the good few, than to spread yourself thin.	len13+3/end.+2/capStart+1
S	6	“twitter is planetary slack.” “everyone on earth is my co-worker.”	len10+5/isAre+1
S	6	Confidence comes from competence and competence comes from practice	len9+5/capStart+1
S	6	Just as the body has an optimal load when lifting, so does the mind.	len14+3/end.+2/capStart+1
S	6	status structures should only be applied to meritocracies of virtue.	len10+5/end.+2/lowerStart-1
S	6	balaji talks about a class of problems called "type faster" problems.	len11+5/end.+2/lowerStart-1
S	6	effective altruism got the diagnosis right. e/acc got the cure right.	len11+5/end.+2/lowerStart-1
S	6	If it can be deleted, delete it. If it can be postponed, postpone it.	len14+3/end.+2/capStart+1
S	6	if you can't explain your concept clearly, you lose persuasion points.	len11+5/end.+2/lowerStart-1
S	6	If you understand the systems of the universe, you can program reality	len12+5/capStart+1
S	6	Antigravity IDE is so good and is 10x cheaper than Claude code, wow...	len13+3/end.+2/capStart+1/isAre+1/ellipsis-1
S	6	the buried Rosetta stone was a great product, with terrible marketing.	len11+5/end.+2/lowerStart-1
S	6	"the heart of morality is to not destroy the means of error-correction"	len12+5/isAre+1
S	6	Happy Coding :)') # so in order to get to a 10/10 life, live 10/10 days.	len16+3/end.+2/capStart+1
S	6	"Why" is the ultimate tool of the universe, to study the infinite puzzle.	len13+3/end.+2/isAre+1
S	6	It’s your responsibility to take care of the quality of your social feeds.	len13+3/end.+2/capStart+1
S	6	Bezos only made 3 high-quality decisions a day and look where he ended up.	len14+3/end.+2/capStart+1
S	6	"The gods did it" is easy to vary swap in any god, any motive, any method.	len16+3/end.+2/isAre+1
S	6	Maybe beauty only does its magic when applied to a context, not on its own.	len15+3/end.+2/capStart+1
S	6	You will see infinity with infinite game players. It'll be a full body yes.	len14+3/end.+2/capStart+1
S	6	If you understand how to live an excellent life, it's an algorithmic process.	len13+3/end.+2/capStart+1
S	6	The grindstone ain’t so bad if you have an awesome sword in mind to craft on.	len16+3/end.+2/capStart+1
S	6	You can do it all, you just need to learn how and operate within constraints.	len15+3/end.+2/capStart+1
S	6	“we are the keys to each other’s locks.” we can see each other’s blind spots.	len15+3/end.+2/isAre+1
S	6	nothing shows the holes in your understanding quite like explaining yourself.	len11+5/end.+2/lowerStart-1
S	6	In a hard money system, someone will always have fair money, the societal IOU.	len14+3/end.+2/capStart+1
S	6	Instead of choosing, come up with more options till the nobrainer one appears.	len13+3/end.+2/capStart+1
S	6	Flow "is the meaning of life". A man in flow would not ask the trite question.	len16+3/end.+2/capStart+1
S	6	1 person is all it takes, to turn a 0-way interaction into a 2-way interaction.	len15+3/end.+2/isAre+1
S	6	How can we see the invisible cemetery? Ala the inverse of the survivorship bias.	len14+3/end.+2/capStart+1
S	6	~ "Humility is the confidence that you can address your invariant error-making."	len12+5/isAre+1
S	6	What if you indulged "procrastination" and "distraction" and "guilty pleasures?"	len10+5/capStart+1
S	6	What if you break the rules on purpose? Anything done on purpose isn’t a failure.	len15+3/end.+2/capStart+1
S	6	You can both compare maps between people, and compare your map with the territory.	len14+3/end.+2/capStart+1
S	6	Input goals have immediate feedback, one of the three classic flow state triggers.	len13+3/end.+2/capStart+1
S	6	Athletes call it belief, the religious call it faith, fallibalists call it optimism.	len13+3/end.+2/capStart+1
S	6	There always was infinite optionality when it comes to where to point your attention.	len14+3/end.+2/capStart+1
S	6	The incentive of the shareholder and customer can be 1:1 aligned, over the long term.	len15+3/end.+2/capStart+1
S	6	be as open as a lefty. be as conscientious as a righty. be as transcendent as an uppy.	len18+1/end.+2/lowerStart-1/imp+4
S	6	milton friedman insight: people spend on expectation of earnings, not actual earnings.	len12+5/end.+2/lowerStart-1
S	6	That’s not just what’s best for the art, that’s what’s best for pretty much everything.	len15+3/end.+2/capStart+1
S	6	It’s helpful to explore different times and spaces to see what’s timeless and spaceless.	len14+3/end.+2/capStart+1
S	6	With web3 being built out will come conditional viewing, and more gated internet opacity.	len14+3/end.+2/capStart+1
S	6	We go to in-person events for the figurative and literal “extra dimension.” From 2D to 3D.	len16+3/end.+2/capStart+1
S	6	Admit your ignorance. It's infinite anyway. We ignore 99% of infinity all the time, always.	len15+3/end.+2/capStart+1
S	6	You can influence generations to come. My grandfather showed me this, long after his death.	len15+3/end.+2/capStart+1
S	6	Bring the subconscious into the light, and the unconscious will rise into the subconscious.	len14+3/end.+2/capStart+1
S	6	Play to people’s incentives. Figure out what people want, put yourself in their shoes, etc.	len15+3/end.+2/capStart+1
S	6	David Deutsch has given us powerful frameworks for knowledge creation and error correction.	len13+3/end.+2/capStart+1
S	6	Let's use PageRank style internet metrics instead of flat ass metrics like views or streams.	len15+3/end.+2/capStart+1
S	6	Relevant problems determine the correct order of operations to create knowledge and solutions.	len13+3/end.+2/capStart+1
S	6	If you can't algorithmically summon the solution, you don't understand the mechanistic system.	len13+3/end.+2/capStart+1
S	6	You can create more demand by educating the future market and pointing to an invisible problem.	len16+3/end.+2/capStart+1
S	6	Its crazy to realize that all people throughout time and space experience the same one reality.	len16+3/end.+2/capStart+1
S	6	Always embrace positive change and stable dynamism via conjecture, criticism, fun, and optimism.	len13+3/end.+2/capStart+1
S	6	But on Farcaster, I feel free: I post actual thoughts, half-formed ideas, and genuine curiosity.	len15+3/end.+2/capStart+1
S	6	Porn addiction should be channeled to love. Video game addiction should be channeled to business.	len15+3/end.+2/capStart+1
S	6	Tell people that youre grateful for them, its a simple double sided medicine thats free and genuine	len17+1/capStart+1/imp+4
S	6	Knowledge doesn't come from observation it comes from creative conjecture, then ruthless criticism.	len13+3/end.+2/capStart+1
S	6	It’s hard to create authentically when you’re performing for an audience that induces shame or fear.	len16+3/end.+2/capStart+1
S	6	“Sorry officer, free bird was playing." Guitar solos are one of the pinnacles of masculine expression.	len16+3/end.+2/isAre+1
S	6	When cost or regulation comes down, production increases. When creation increases, curation increases.	len13+3/end.+2/capStart+1
S	6	Take care of your health and relationships :) 5 pillars of health: sleep sun relationships exercise food	len17+1/capStart+1/imp+4
S	6	Make sure you make decisions you can be proud of, regardless of outcome. Inner scorecard shii. "The score takes care of itself."	len22+1/capStart+1/imp+4
S	6	Seek out people who can handle half-formed thoughts, your disagreements, your honest perspective, in good faith, and consider perspectives.	len19+1/end.+2/capStart+1/imp+4/comma-2
S	5	black coffee is nzt.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	we are so one globe..	len5+3/end.+2/lowerStart-1/isAre+1
S	5	memento mori is dead.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	being too nice is sus.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	life is a funny thing.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	life is deeply strange.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	there is no separation.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	black coffee is nzt-48.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	fiction is not fiction.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	math and email are king.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	Nice people are the best	len5+3/capStart+1/isAre+1
S	5	I love to hoard domains.	len5+3/end.+2/capStart+1/firstPers-1
S	5	Kombuch for the gooch...	len4+3/end.+2/capStart+1/ellipsis-1
S	5	everyone is an investor.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	we are always primitive.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	one album is all it takes	len6+5/lowerStart-1/isAre+1
S	5	You are a starter pokemon	len5+3/capStart+1/isAre+1
S	5	there is no final answer.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	making a video 60fps is OP	len6+5/lowerStart-1/isAre+1
S	5	zcash is the son of bitcoin	len6+5/lowerStart-1/isAre+1
S	5	Made this in a few hours :)	len7+5/endparen-1/capStart+1
S	5	perfection is an asymptote.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	life is an open world mmorpg	len6+5/lowerStart-1/isAre+1
S	5	tyla is a south african idol	len6+5/lowerStart-1/isAre+1
S	5	Greatness is "hard to vary."	len5+3/capStart+1/isAre+1
S	5	identity is a shallow thing.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	false dichotomies are funny.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	we are points in vector space	len6+5/lowerStart-1/isAre+1
S	5	every project is a video game	len6+5/lowerStart-1/isAre+1
S	5	“Leave the past where it is.”	len6+5
S	5	we are living in the stone age	len7+5/lowerStart-1/isAre+1
S	5	women are the glue of humanity	len6+5/lowerStart-1/isAre+1
S	5	the whole world is a classroom	len6+5/lowerStart-1/isAre+1
S	5	post e/a and e/acc is crit/rat	len6+5/lowerStart-1/isAre+1
S	5	your cringe is my opportunity.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	"Do not look around, look up."	len6+5
S	5	most of the fun is on the edges	len8+5/lowerStart-1/isAre+1
S	5	Adulthood is parenting yourself	len4+3/capStart+1/isAre+1
S	5	Vibecoding is like potionmaking	len4+3/capStart+1/isAre+1
S	5	"Just in time or just in case?"	len7+5
S	5	Good people are "hard-to-vary?"	len4+3/capStart+1/isAre+1
S	5	"Back in the 20s, they *blank*"	len6+5
S	5	IM JUST TRYNA BALL WITH MY BROS	len7+5/capStart+1/firstPers-1
S	5	life is increasingly an mmorpg.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	I don't trust moral relativists.	len5+3/end.+2/capStart+1/firstPers-1
S	5	Let's slow down in life a bit :)	len8+5/endparen-1/capStart+1
S	5	What is in your heart of hearts?	len7+5/end?-2/capStart+1/isAre+1
S	5	"Waste of time, waste of money."	len6+5
S	5	Constraints can be really fun :)	len6+5/endparen-1/capStart+1
S	5	I miss kim and kanye together :(	len7+5/capStart+1/firstPers-1
S	5	creativity is almost compulsive.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	there is more than meets the eye	len7+5/lowerStart-1/isAre+1
S	5	unconditional love is priceless.	len4+3/end.+2/lowerStart-1/isAre+1
S	5	trust and responsibility is huge!	len5+3/end!-2/lowerStart-1/isAre+1/imp+4
S	5	life is a psychedelic experience.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	baby adam is now taking the wheel	len7+5/lowerStart-1/isAre+1
S	5	a noble attempt is never shameful	len6+5/lowerStart-1/isAre+1
S	5	"Don't be the best, be the only."	len7+5
S	5	“Don’t be the best, be the only.”	len7+5
S	5	“Go big, because we all go home.”	len7+5
S	5	people are the best search engines	len6+5/lowerStart-1/isAre+1
S	5	sigil wen is like gen z justin kan	len8+5/lowerStart-1/isAre+1
S	5	Michael dell david senra ep out :)	len7+5/endparen-1/capStart+1
S	5	Is it a brag or is it credibility?	len8+5/end?-2/capStart+1/isAre+1
S	5	"Time carries most of the weight."	len6+5
S	5	alex karp is the kanye west of tech	len8+5/lowerStart-1/isAre+1
S	5	What are you trading your life for?	len7+5/end?-2/capStart+1/isAre+1
S	5	"Be so good they can't ignore you."	len7+5
S	5	slope is predictive of y-intercept.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	"mute the world and create your own"	len7+5
S	5	this is how i want to be on the team	len10+5/lowerStart-1/isAre+1
S	5	"Obvious to you, amazing to others."	len6+5
S	5	"Let's Make a Pokemon Game!" source:	len6+5
S	5	an llm is just like a word calculator	len8+5/lowerStart-1/isAre+1
S	5	we are all equal in the eyes of death	len9+5/lowerStart-1/isAre+1
S	5	there is infinite room for excellence	len6+5/lowerStart-1/isAre+1
S	5	reddit is the stack overflow of minds	len7+5/lowerStart-1/isAre+1
S	5	What is the platonic ideal of a cafe?	len8+5/end?-2/capStart+1/isAre+1
S	5	Where are you low supply high demand?	len7+5/end?-2/capStart+1/isAre+1
S	5	I want a fully programmable internet…	len6+5/capStart+1/firstPers-1
S	5	learning is proportional to humility.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	the world cup is so cathartic and epic	len8+5/lowerStart-1/isAre+1
S	5	there is an explanation for everything	len6+5/lowerStart-1/isAre+1
S	5	there is so much unmined gold on arxiv	len8+5/lowerStart-1/isAre+1
S	5	Where are you pointing your curiosity?	len6+5/end?-2/capStart+1/isAre+1
S	5	“That’s just the way it is” = BULLSHIT	len8+5
S	5	What is the right lead domino to push?	len8+5/end?-2/capStart+1/isAre+1
S	5	What is the simplest thing that works?	len7+5/end?-2/capStart+1/isAre+1
S	5	"Volume negates luck." "Do 100 thing."	len6+5
S	5	“You can’t be everything to everyone.”	len6+5
S	5	upfront incentive design is paramount.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	~ “we may meet, but you must earn it.”	len9+5
S	5	faces are easier to remember than names	len7+5/lowerStart-1/isAre+1
S	5	80% quality +shipped > 100% not shipped	len7+5
S	5	everyone is a memetic champion / vessel	len7+5/lowerStart-1/isAre+1
S	5	good apps essays songs are hard to vary	len8+5/lowerStart-1/isAre+1
S	5	"Repetition does not spoil the prayer."	len6+5
S	5	"No two people speak the same English."	len7+5
S	5	If you can die, what are you afraid of?	len9+5/end?-2/capStart+1/isAre+1
S	5	i am cultivating relationships for life.	len6+5/end.+2/lowerStart-1/firstPers-1
S	5	music is one of the most perfect symbols	len8+5/lowerStart-1/isAre+1
S	5	pinterest as a search engine is so funny	len8+5/lowerStart-1/isAre+1
S	5	linkedin's network effects are kickin in	len6+5/lowerStart-1/isAre+1
S	5	"Don't do anything someone else can do."	len7+5
S	5	"You want to be a temporary contrarian."	len7+5
S	5	kdb and ed sheeran are the same archetype	len8+5/lowerStart-1/isAre+1
S	5	"if youre going through hell, keep going"	len7+5
S	5	china is pragmatic slow fast and clinical	len7+5/lowerStart-1/isAre+1
S	5	Action really does produce information :)	len6+5/endparen-1/capStart+1
S	5	“Head in the clouds, feet on the ground.”	len8+5
S	5	"Ain't No Such Things As Halfway Crooks."	len7+5
S	5	"I swear it by the old gods and the new.”	len10+5
S	5	"an eye for an eye makes everyone blind."	len8+5
S	5	fallibilism is the philosophy of "maybe."	len6+5/lowerStart-1/isAre+1
S	5	i have a soft spot for the misunderstood.	len8+5/end.+2/lowerStart-1/firstPers-1
S	5	“diversity in counsel, unity in command.”	len6+5
S	5	there is an invisible memetic war going on	len8+5/lowerStart-1/isAre+1
S	5	the east is the tide, the west is the wave	len10+5/lowerStart-1/isAre+1
S	5	I am a future "anti-business billionaire."	len6+5/capStart+1/firstPers-1
S	5	"Bad ideas can easily hide in complexity."	len7+5
S	5	higher dimensionality is almost ineffable.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	entrepreneurs are employees of capitalism.	len5+3/end.+2/lowerStart-1/isAre+1
S	5	the secret is to keep life EXTREMELY simple	len8+5/lowerStart-1/isAre+1
S	5	performance is bounded, success is unbounded	len6+5/lowerStart-1/isAre+1
S	5	the technology humanity business is a puzzle	len7+5/lowerStart-1/isAre+1
S	5	“You don’t copy the what, you copy the how.”	len9+5
S	5	“Praise costs nothing and means everything.”	len6+5
S	5	Alignment is so important. Incentive design?	len6+5/end?-2/capStart+1/isAre+1
S	5	"When you win the morning, you win the day."	len9+5
S	5	"If a creative doesn't create, she withers."	len7+5
S	5	Today's vitamins are tomorrow's painkillers.	len5+3/end.+2/capStart+1/isAre+1/temporal-2
S	5	“All work and no play makes Jack a dull boy”	len10+5
S	5	the gold and the virgin are behind the dragon	len9+5/lowerStart-1/isAre+1
S	5	the best writing is not meant for publication	len8+5/lowerStart-1/isAre+1
S	5	brad jacobs is so cute and optimistic. i stan	len9+5/lowerStart-1/isAre+1
S	5	investment is gasoline, not the spark or wood	len8+5/lowerStart-1/isAre+1
S	5	"People and projects should feel effortless."	len6+5
S	5	Wanna get to 1k commits this year. at 850+ :)	len10+5/endparen-1/capStart+1
S	5	If it's not fun, you're not doing it right :)	len10+5/endparen-1/capStart+1
S	5	“If you want the wrong answer, ask everyone.”	len8+5
S	5	alyssa liu and haaland are so fun! what a life	len10+5/lowerStart-1/isAre+1
S	5	"In the limit, we know nothing." -Michael Dell	len8+5
S	5	The Beatles didnt take themselves seriously :)	len7+5/endparen-1/capStart+1
S	5	“It’s not like this breaks the laws of physics”	len9+5
S	5	jensen huang is a tortoise archetype of founder	len8+5/lowerStart-1/isAre+1
S	5	justin beiber and neymar are the same archetype	len8+5/lowerStart-1/isAre+1
S	5	blueprints arent enough, construction is needed	len6+5/lowerStart-1/isAre+1
